age,sex,bmi,weight
18,1,21.56044873,2
26,1,21.560419,2
35,0,21.56001064,2
51,0,21.56,2
23,1,21.55994106,2
26,0,21.55980735,2
20,0,21.55947058,2
20,1,21.55872857,2
30,1,21.55872291,2
27,1,21.55847911,2
19,1,21.55755509,2
27,0,21.55755369,2
25,1,21.55730666,2
28,1,21.55668075,2
34,0,21.55647896,2
20,1,21.55628026,2
24,1,21.55482579,2
31,1,21.55407608,2
35,1,21.55359032,2
27,1,21.55328276,2
21,1,21.55271568,2
29,0,21.55163709,2
24,1,21.55150402,2
30,1,21.54944977,2
20,1,21.54905967,2
24,1,21.5483407,2
22,1,21.54827178,2
20,1,21.54669751,2
23,0,21.54633557,2
29,0,21.54629246,2
30,1,21.5456492,2
21,0,21.54533396,2
31,0,21.54521601,2
34,0,21.54519155,2
20,0,21.54513133,2
26,1,21.54505364,2
34,0,21.54437474,2
28,1,21.54316949,2
19,0,21.54313022,2
34,1,21.5427552,2
19,0,21.54267593,2
32,1,21.54261492,2
20,0,21.54257853,2
31,1,21.54230271,2
22,1,21.54112201,2
23,0,21.54059065,2
26,1,21.54058271,2
18,0,21.54021231,2
22,1,21.54009545,2
29,0,21.53890125,2
23,1,21.53795407,2
21,0,21.53783283,2
21,0,21.53779902,2
23,0,21.53776078,2
22,1,21.53771371,2
25,1,21.53605206,2
28,0,21.53603654,2
31,1,21.53554696,2
21,0,21.53471199,2
33,0,21.5346542,2
19,0,21.5340759,2
28,1,21.53287194,2
30,1,21.53281005,2
32,1,21.53200146,2
29,0,21.53142966,2
18,1,21.53137044,2
30,0,21.53136833,2
18,1,21.53124045,2
28,1,21.53068608,2
33,1,21.53023112,2
32,1,21.53022571,2
29,0,21.5300208,2
32,1,21.52981818,2
35,1,21.52968493,2
25,1,21.52894976,2
28,1,21.5284359,2
25,0,21.52770495,2
29,0,21.52736321,2
30,1,21.52671222,2
31,1,21.52657807,2
31,1,21.52637616,2
33,0,21.52634993,2
34,0,21.52632111,2
27,0,21.52594218,2
23,0,21.52444705,2
29,1,21.52428572,2
22,0,21.52416692,2
28,0,21.52391467,2
34,1,21.52389444,2
21,1,21.52341354,2
18,0,21.5230084,2
30,1,21.5225964,2
32,1,21.52187485,2
33,0,21.52187347,2
34,1,21.52182141,2
23,1,21.52127817,2
33,1,21.52114002,2
29,1,21.52008842,2
22,0,21.51948954,2
34,0,21.51897181,2
28,0,21.51896343,2
32,0,21.51786899,2
25,0,21.51689116,2
22,0,21.51683432,2
21,0,21.5165648,2
32,1,21.51650354,2
34,0,21.51371948,2
27,1,21.51340904,2
21,0,21.51316016,2
29,0,21.5126067,2
24,0,21.51139997,2
27,1,21.51133368,2
19,1,21.51099901,2
18,0,21.5109053,2
30,0,21.51083798,2
21,1,21.51049793,2
34,1,21.50989194,2
28,1,21.50944619,2
25,0,21.50851071,2
34,1,21.50747557,2
28,1,21.5072196,2
23,0,21.50699132,2
26,1,21.5067201,2
31,0,21.50656681,2
26,1,21.50532025,2
23,1,21.50525073,2
22,1,21.5046808,2
24,1,21.50461196,2
19,1,21.50447786,2
27,0,21.50424543,2
23,1,21.50337527,2
22,1,21.50334083,2
31,0,21.50331227,2
24,1,21.50330244,2
31,1,21.50249109,2
19,1,21.50241271,2
34,1,21.50214554,2
32,1,21.50209466,2
20,1,21.50161523,2
35,1,21.50096894,2
33,1,21.50083098,2
18,0,21.50062915,2
24,1,21.50012025,2
55,1,21.5,2
22,0,21.49985124,2
32,0,21.49941031,2
30,0,21.49835824,2
23,0,21.49826936,2
35,1,21.49793543,2
33,0,21.49790747,2
34,0,21.49780068,2
25,0,21.49765471,2
19,0,21.49763055,2
35,0,21.49749954,2
30,1,21.4974132,2
26,1,21.49713146,2
21,0,21.49680922,2
23,1,21.4966813,2
34,0,21.49550726,2
31,0,21.49490306,2
28,1,21.4946961,2
31,0,21.49423174,2
30,0,21.49415873,2
22,0,21.49390359,2
31,1,21.49375766,2
21,0,21.4934264,2
26,1,21.49311552,2
35,0,21.49309348,2
33,0,21.49272901,2
24,0,21.49232741,2
22,1,21.49224163,2
26,0,21.49178808,2
32,1,21.49025258,2
23,0,21.49025114,2
26,0,21.48943836,2
31,0,21.48811857,2
26,0,21.4877595,2
26,0,21.48755996,2
25,0,21.48723363,2
19,0,21.48611422,2
21,1,21.48569823,2
26,1,21.48511889,2
31,1,21.48511805,2
29,0,21.48461166,2
24,1,21.48452292,2
33,1,21.48365796,2
18,1,21.4834041,2
22,1,21.48317162,2
29,1,21.48308034,2
26,0,21.48292455,2
30,0,21.48254134,2
29,1,21.48191181,2
21,1,21.48153123,2
35,1,21.48151588,2
18,1,21.48148761,2
26,0,21.48143603,2
33,0,21.48137595,2
22,0,21.48107244,2
32,0,21.48080573,2
35,0,21.48036482,2
26,1,21.48028913,2
29,1,21.48026545,2
30,1,21.48016572,2
21,1,21.47994784,2
25,0,21.47984898,2
26,0,21.47902437,2
35,0,21.47893273,2
20,0,21.47823022,2
30,1,21.47810112,2
18,0,21.47809498,2
23,0,21.47795105,2
31,0,21.47792476,2
23,0,21.47658211,2
29,1,21.47641966,2
26,0,21.47594443,2
24,0,21.47527624,2
30,0,21.47525863,2
21,0,21.47520528,2
34,1,21.4750241,2
19,0,21.4744061,2
27,1,21.47419842,2
20,0,21.47416147,2
29,1,21.47414332,2
31,1,21.47406051,2
25,0,21.47379255,2
23,1,21.47323278,2
34,1,21.47305319,2
18,0,21.47288679,2
28,1,21.47241941,2
23,1,21.47237709,2
26,0,21.47229547,2
26,1,21.4714132,2
24,1,21.4703424,2
22,0,21.47024948,2
30,1,21.47006206,2
54,0,21.47,2
27,0,21.47,2
18,1,21.47,2
24,0,21.46931205,2
22,0,21.46884556,2
28,0,21.46799726,2
18,0,21.46773032,2
29,0,21.46751451,2
28,0,21.46720713,2
28,0,21.46706495,2
24,0,21.4667992,2
25,0,21.46591603,2
32,0,21.46561473,2
29,1,21.46537052,2
22,1,21.46519574,2
20,1,21.46469079,2
32,1,21.46468068,2
34,1,21.46438401,2
28,1,21.4630551,2
25,0,21.46294833,2
23,0,21.46233527,2
31,0,21.46229877,2
32,0,21.46095637,2
34,0,21.4609414,2
25,0,21.46069805,2
23,0,21.46060397,2
21,0,21.46035731,2
18,1,21.45830959,2
21,1,21.45803555,2
32,0,21.45743823,2
24,0,21.45741364,2
24,1,21.45633362,2
22,1,21.45613769,2
19,1,21.45595896,2
25,0,21.45571527,2
27,0,21.45548228,2
27,1,21.45514695,2
21,1,21.45501896,2
28,1,21.45426969,2
34,1,21.45360579,2
24,1,21.45299478,2
24,0,21.45231702,2
26,1,21.45182017,2
21,1,21.4509326,2
35,1,21.45016438,2
28,1,21.45007367,2
27,0,21.44956995,2
26,1,21.4492134,2
31,0,21.44879328,2
25,1,21.44876521,2
27,1,21.44874442,2
29,0,21.44873043,2
23,0,21.44861492,2
34,0,21.44813775,2
28,0,21.44810774,2
22,0,21.4464528,2
19,1,21.44580353,2
20,1,21.44556566,2
34,1,21.44547292,2
30,0,21.44471478,2
24,1,21.44391111,2
19,0,21.44367172,2
21,0,21.44355492,2
26,0,21.4426714,2
30,0,21.441702,2
23,1,21.44097417,2
22,1,21.43990421,2
23,1,21.4397717,2
25,0,21.43947925,2
23,1,21.43923761,2
29,0,21.43856214,2
22,1,21.43828771,2
27,0,21.43790136,2
34,0,21.43732665,2
34,0,21.43710113,2
30,1,21.43706887,2
26,1,21.43685688,2
30,1,21.43669722,2
32,1,21.43662778,2
18,0,21.43565466,2
27,0,21.43488342,2
24,0,21.43460924,2
27,0,21.43418187,2
24,0,21.43379213,2
25,0,21.43340793,2
21,1,21.43336577,2
18,0,21.43323298,2
28,0,21.4331013,2
29,1,21.43257964,2
25,0,21.43244837,2
23,0,21.43238289,2
24,0,21.43234493,2
33,0,21.43198227,2
26,1,21.43176318,2
27,1,21.43097246,2
21,1,21.43059695,2
18,0,21.43039145,2
31,0,21.43021376,2
21,0,21.43008106,2
30,1,21.42923741,2
31,1,21.4284085,2
27,0,21.42835869,2
27,0,21.42802737,2
26,0,21.42780023,2
21,0,21.42775253,2
31,0,21.42747236,2
29,0,21.42711488,2
22,1,21.4270941,2
23,0,21.42642086,2
22,0,21.42616589,2
30,1,21.42596987,2
27,0,21.42580473,2
31,1,21.42491274,2
18,0,21.42488566,2
23,1,21.42477331,2
22,0,21.42369422,2
26,0,21.42329421,2
31,1,21.42320916,2
24,0,21.42293253,2
18,1,21.42247979,2
18,0,21.42237696,2
18,1,21.42195172,2
29,0,21.42085282,2
28,1,21.41991474,2
32,0,21.4198183,2
24,0,21.41976844,2
32,1,21.41871316,2
23,0,21.41857486,2
30,0,21.41850418,2
34,0,21.41826534,2
35,1,21.41776915,2
25,1,21.41713407,2
19,0,21.41663607,2
31,1,21.41662923,2
19,1,21.41541145,2
35,0,21.41536568,2
24,1,21.41506019,2
21,0,21.41499006,2
32,0,21.41464711,2
20,0,21.41439556,2
29,1,21.4136833,2
33,0,21.41365223,2
24,1,21.41356769,2
23,1,21.4134341,2
21,1,21.41309826,2
33,0,21.41288489,2
20,1,21.41254471,2
21,1,21.41187753,2
29,0,21.41185633,2
24,1,21.4113282,2
23,0,21.4113093,2
20,1,21.41117051,2
22,0,21.41112659,2
31,1,21.41106486,2
34,0,21.41089606,2
18,0,21.41062277,2
26,1,21.41013749,2
18,1,21.40946813,2
28,0,21.4093539,2
26,0,21.40922785,2
23,1,21.40900671,2
20,0,21.40872661,2
62,1,21.4,2
53,1,21.4,2
45,1,21.375,2
34,1,21.375,2
49,0,21.3,2
22,0,21.28,2
38,1,21.12,2
61,0,21.09,2
54,1,21.01,2
19,1,20.9,2
53,1,20.9,2
26,1,20.8,2
25,0,20.8,2
18,0,20.79,2
19,1,20.7,2
19,1,20.615,2
51,0,20.6,2
19,0,20.6,2
24,0,20.52,2
32,0,20.52,2
19,1,20.425,2
31,1,20.4,2
45,1,20.35,2
19,1,20.3,2
44,0,20.235,2
29,0,20.235,2
21,1,20.235,2
22,0,20.235,2
43,1,20.13,2
57,0,20.1,2
28,1,20.08208213,2
18,1,20.08202309,2
34,0,20.08162091,2
28,1,20.08155542,2
20,0,20.0813807,2
34,0,20.08118999,2
28,0,20.08114942,2
32,0,20.08108835,2
32,0,20.0810589,2
35,0,20.08097936,2
22,1,20.08066038,2
27,1,20.08051188,2
33,0,20.08032294,2
29,0,20.07993171,2
21,1,20.07968534,2
27,0,20.07929771,2
35,0,20.07886802,2
26,1,20.07879709,2
25,0,20.07849521,2
18,1,20.07835859,2
34,0,20.07835693,2
20,0,20.07789414,2
21,1,20.07765955,2
19,0,20.07757812,2
19,0,20.07707158,2
28,1,20.07668291,2
20,0,20.07658259,2
23,0,20.07615447,2
20,1,20.0758728,2
20,0,20.07577083,2
18,1,20.07572582,2
26,1,20.07558979,2
21,0,20.07547411,2
21,0,20.07519195,2
28,1,20.07509192,2
32,1,20.07502255,2
27,0,20.07486047,2
20,0,20.07448306,2
18,1,20.07422429,2
25,0,20.07380492,2
35,1,20.07371754,2
31,0,20.07371122,2
26,1,20.07366225,2
32,0,20.07347587,2
28,1,20.07313744,2
28,1,20.0731261,2
27,1,20.07290909,2
24,1,20.07289131,2
30,0,20.07285199,2
34,0,20.07266839,2
23,1,20.07235038,2
24,1,20.07220606,2
19,1,20.07133699,2
22,0,20.07110775,2
25,1,20.07100275,2
25,1,20.0709893,2
24,0,20.07092729,2
27,0,20.07064937,2
18,1,20.07045304,2
18,1,20.07031688,2
18,1,20.07010002,2
32,1,20.07001481,2
20,1,20.06946749,2
22,1,20.06934914,2
28,1,20.06872993,2
31,1,20.0684845,2
21,0,20.06845512,2
29,1,20.06795804,2
25,0,20.06795373,2
27,1,20.06793165,2
21,1,20.06724299,2
18,0,20.066985,2
19,0,20.06694699,2
20,1,20.06690069,2
29,0,20.06685405,2
20,1,20.06677576,2
26,1,20.06672245,2
25,1,20.06655596,2
19,1,20.06650067,2
34,0,20.06635323,2
30,0,20.06619754,2
19,0,20.06608532,2
29,0,20.06591973,2
27,0,20.06561389,2
35,1,20.06552851,2
30,1,20.06543282,2
22,1,20.06511085,2
21,1,20.06504904,2
26,0,20.06502444,2
26,0,20.0649998,2
31,0,20.06460058,2
23,1,20.0645636,2
27,1,20.06454887,2
19,0,20.06452179,2
18,0,20.06440232,2
18,0,20.06397677,2
30,0,20.0638616,2
25,1,20.06376386,2
28,1,20.06365809,2
27,1,20.06365574,2
20,0,20.06360265,2
27,0,20.06351774,2
18,1,20.06305607,2
24,0,20.06280971,2
18,1,20.0627929,2
29,0,20.06222229,2
33,1,20.06219657,2
27,1,20.06191458,2
27,0,20.06167476,2
32,1,20.06166876,2
35,0,20.0616319,2
30,0,20.06155222,2
30,1,20.06133257,2
29,0,20.0611278,2
23,1,20.06085112,2
31,0,20.06070396,2
31,0,20.05962671,2
33,1,20.05951675,2
30,1,20.05929572,2
33,0,20.05922613,2
33,1,20.05922341,2
22,1,20.05910457,2
24,1,20.05909018,2
18,0,20.05882254,2
32,1,20.05879703,2
24,0,20.05879081,2
23,1,20.05859358,2
35,0,20.05834062,2
31,0,20.05830895,2
23,1,20.05813326,2
19,1,20.05811798,2
20,0,20.05802554,2
26,1,20.05796419,2
20,0,20.05759989,2
30,0,20.0575529,2
29,1,20.05706467,2
21,0,20.05682085,2
20,0,20.05665611,2
19,1,20.0565155,2
35,0,20.05623557,2
35,0,20.05615249,2
18,0,20.05612525,2
35,1,20.05596549,2
19,1,20.05578548,2
30,1,20.05573317,2
20,1,20.05549396,2
33,0,20.05546144,2
28,1,20.05542686,2
34,1,20.0553168,2
27,1,20.05530635,2
26,1,20.05524071,2
29,1,20.05506753,2
27,0,20.05487474,2
27,0,20.05479322,2
32,1,20.05459615,2
20,1,20.054373,2
26,1,20.05433443,2
19,0,20.05376271,2
23,1,20.05366666,2
25,1,20.05365202,2
18,1,20.05327421,2
22,0,20.05324826,2
27,1,20.05321686,2
33,1,20.05280358,2
33,1,20.05276617,2
32,1,20.05236313,2
25,0,20.05220509,2
35,1,20.05198919,2
35,0,20.05192649,2
21,1,20.0519189,2
33,1,20.05099261,2
25,0,20.05069847,2
21,0,20.05024085,2
29,0,20.05015342,2
18,0,20.04999399,2
22,1,20.04957026,2
27,1,20.04895162,2
23,0,20.04851826,2
34,1,20.04843524,2
26,1,20.04826144,2
33,1,20.04820853,2
25,1,20.04817604,2
20,1,20.04736759,2
25,1,20.04726361,2
31,1,20.04722491,2
18,1,20.04718692,2
25,1,20.04717696,2
26,1,20.04713659,2
22,0,20.04700102,2
32,1,20.04684417,2
18,1,20.04657204,2
21,1,20.04638496,2
35,0,20.04629846,2
27,1,20.04627914,2
22,1,20.04584163,2
19,1,20.04578539,2
34,0,20.04533398,2
35,1,20.04513392,2
43,0,20.045,2
27,0,20.045,2
29,1,20.04485031,2
21,0,20.04457569,2
31,0,20.04396735,2
20,1,20.04385961,2
33,1,20.04377785,2
27,0,20.04357117,2
26,0,20.04355914,2
34,0,20.04312029,2
23,1,20.04276847,2
24,1,20.04247672,2
26,1,20.0424365,2
27,0,20.04241395,2
22,1,20.04201282,2
31,1,20.04190654,2
25,1,20.0414935,2
21,0,20.04127975,2
30,0,20.04101867,2
20,1,20.0408803,2
30,0,20.0404763,2
30,1,20.03981243,2
18,0,20.03970712,2
21,1,20.03948841,2
35,1,20.03915,2
27,1,20.0387731,2
22,0,20.03872043,2
30,1,20.03862163,2
21,0,20.03853746,2
23,1,20.03821826,2
27,0,20.03770828,2
26,0,20.0374148,2
19,1,20.03727016,2
32,1,20.03725417,2
35,1,20.03724937,2
23,1,20.0364814,2
23,1,20.03639378,2
21,1,20.03624691,2
19,1,20.03541237,2
19,1,20.03491681,2
19,0,20.03482101,2
28,1,20.03446504,2
25,0,20.03421498,2
28,0,20.03421172,2
28,1,20.03393888,2
28,0,20.03363531,2
29,1,20.03340186,2
23,1,20.03283314,2
29,1,20.03274911,2
33,0,20.03269215,2
30,0,20.03267214,2
22,0,20.03238217,2
35,1,20.03235695,2
18,1,20.03202804,2
23,1,20.03193954,2
22,0,20.031683,2
18,0,20.03165576,2
26,0,20.03152414,2
21,0,20.03139051,2
30,0,20.03133365,2
35,1,20.03092587,2
35,1,20.03087963,2
21,0,20.03080138,2
31,1,20.03075627,2
28,0,20.03046947,2
32,0,20.03004546,2
32,1,20.02990729,2
28,0,20.02990582,2
32,1,20.02937971,2
23,0,20.02931867,2
23,0,20.02918226,2
22,1,20.02897055,2
20,0,20.02888744,2
28,0,20.02872378,2
18,0,20.02868184,2
26,0,20.02841495,2
20,1,20.02819876,2
27,1,20.02814666,2
22,1,20.02773362,2
19,1,20.02773129,2
22,0,20.02740237,2
25,1,20.02735402,2
22,0,20.02720894,2
25,1,20.02709347,2
27,1,20.02634689,2
33,0,20.02629119,2
25,1,20.02626184,2
19,0,20.02605757,2
30,1,20.02600501,2
32,1,20.02581814,2
21,1,20.02580319,2
20,0,20.02578646,2
30,0,20.0254423,2
18,0,20.02515836,2
24,0,20.02507625,2
20,0,20.02478131,2
30,1,20.02476936,2
18,0,20.02458213,2
32,0,20.02415094,2
28,0,20.02399533,2
24,1,20.02387035,2
23,0,20.02382164,2
33,1,20.02364021,2
28,0,20.02361364,2
22,0,20.02335458,2
21,0,20.02331198,2
27,0,20.02304693,2
21,1,20.02303903,2
22,0,20.02302905,2
24,1,20.02293465,2
25,0,20.0228842,2
33,0,20.02255093,2
26,0,20.02226843,2
18,1,20.02211724,2
27,0,20.02171301,2
29,0,20.02154489,2
33,0,20.02145236,2
18,0,20.02120286,2
24,1,20.02100897,2
26,1,20.0208596,2
24,0,20.02075326,2
19,1,20.02072481,2
30,1,20.02055694,2
22,1,20.01973217,2
23,1,20.01900237,2
34,1,20.01890733,2
20,0,20.01878868,2
28,0,20.01850333,2
31,1,20.01790694,2
24,0,20.01757134,2
19,1,20.01755771,2
25,0,20.01754249,2
23,0,20.01749282,2
35,1,20.01712851,2
22,1,20.01702625,2
23,0,20.01702601,2
27,1,20.01665762,2
34,0,20.01642851,2
20,1,20.01616968,2
19,1,20.01612633,2
19,1,20.01602784,2
20,1,20.01563823,2
21,0,20.01524845,2
20,1,20.01507469,2
21,0,20.01506907,2
21,0,20.01501557,2
35,1,20.01442267,2
28,0,20.01401416,2
25,0,20.0139971,2
24,1,20.01374291,2
24,1,20.01320761,2
27,1,20.01320718,2
20,1,20.0131817,2
28,0,20.01316765,2
18,0,20.01314138,2
32,1,20.01311106,2
28,1,20.01274765,2
27,1,20.01256385,2
19,1,20.01224108,2
32,1,20.01193805,2
33,1,20.01147798,2
31,0,20.01134338,2
21,0,20.01130955,2
21,1,20.01130684,2
20,0,20.01127881,2
22,1,20.01118112,2
33,1,20.01105116,2
28,0,20.01097448,2
34,0,20.01080038,2
28,0,20.0107845,2
18,1,20.01048417,2
33,0,20.01047545,2
24,0,20.01031976,2
19,1,20.01009569,2
35,0,20.00981306,2
24,0,20.00979198,2
24,1,20.00975345,2
28,0,20.00961647,2
26,0,20.00954017,2
31,1,20.00933301,2
33,1,20.00894433,2
33,1,20.0086289,2
19,0,20.00852439,2
32,0,20.00850454,2
21,1,20.00829876,2
35,1,20.0082799,2
18,0,20.00825491,2
28,1,20.00823877,2
18,1,20.00775075,2
21,1,20.00773571,2
35,0,20.00750193,2
18,0,20.00743687,2
20,1,20.00719363,2
18,0,20.00691874,2
33,0,20.00685263,2
28,1,20.00682568,2
31,0,20.00671948,2
20,1,20.00670738,2
24,1,20.00667212,2
26,1,20.0062401,2
26,0,20.00611897,2
23,1,20.00589078,2
30,1,20.00577518,2
26,0,20.00562926,2
26,1,20.005593,2
31,1,20.00520129,2
32,0,20.00511036,2
34,0,20.00507051,2
30,1,20.00504785,2
28,1,20.00497462,2
32,0,20.00472306,2
26,0,20.0047167,2
20,1,20.00464757,2
24,1,20.00458065,2
22,0,20.00451833,2
24,0,20.00441314,2
25,1,20.00418006,2
24,1,20.00411334,2
29,1,20.0040563,2
31,1,20.00388856,2
31,1,20.00357115,2
24,1,20.00355579,2
20,0,20.0028834,2
30,1,20.00284646,2
25,1,20.00280934,2
29,0,20.0024815,2
23,0,20.002397,2
29,0,20.00238484,2
25,0,20.00235839,2
34,0,20.0022211,2
21,1,20.00195287,2
19,0,20.00193953,2
31,1,20.00190307,2
33,1,20.00179296,2
25,1,20.00178591,2
28,0,20.00171764,2
33,0,20.00120297,2
34,1,20.00060823,2
27,0,20.00060219,2
27,0,20.00030586,2
19,0,20.00028051,2
29,0,20.00027365,2
27,1,20.0000128,2
18,0,19.99999052,2
33,0,19.99998892,2
32,1,19.99995461,2
18,1,19.99984924,2
33,0,19.99974301,2
23,1,19.99974042,2
32,1,19.99971265,2
23,0,19.99971029,2
26,1,19.9996918,2
26,1,19.99935514,2
19,0,19.99910106,2
18,1,19.99898902,2
24,1,19.99865706,2
22,1,19.99813586,2
35,1,19.99777384,2
34,1,19.99776052,2
18,1,19.99764002,2
32,1,19.99735186,2
23,1,19.99708716,2
31,0,19.99680266,2
29,0,19.99680199,2
20,1,19.99666188,2
35,0,19.99611248,2
30,0,19.99596933,2
35,1,19.99592571,2
20,0,19.99574616,2
18,0,19.99555319,2
21,1,19.99533568,2
28,0,19.99515003,2
19,1,19.99512001,2
20,0,19.99509919,2
22,0,19.99495595,2
25,1,19.99486605,2
19,1,19.99446339,2
27,1,19.99376475,2
27,0,19.9936848,2
27,0,19.99352169,2
24,1,19.99343697,2
21,1,19.9932761,2
32,0,19.99305946,2
23,0,19.99284522,2
29,1,19.99273053,2
28,0,19.99269697,2
31,0,19.99260512,2
25,1,19.99258507,2
30,0,19.99258045,2
22,1,19.99248786,2
31,1,19.99240806,2
19,1,19.99240016,2
21,1,19.99212266,2
33,1,19.99199074,2
33,0,19.99190562,2
31,1,19.9918877,2
24,1,19.99175999,2
24,1,19.99162922,2
18,1,19.99118429,2
22,1,19.99108584,2
34,0,19.99104222,2
29,0,19.99079671,2
29,0,19.99074672,2
30,0,19.99051999,2
35,1,19.99043527,2
27,0,19.99024146,2
29,1,19.990081,2
32,0,19.98970684,2
32,1,19.98951787,2
35,0,19.98929182,2
22,1,19.9892702,2
27,1,19.9892326,2
35,1,19.98890179,2
18,1,19.98841436,2
24,0,19.9882956,2
22,1,19.98823245,2
18,0,19.9881576,2
19,0,19.98805668,2
29,1,19.98781596,2
21,0,19.98778283,2
25,1,19.98777624,2
27,0,19.98776671,2
32,1,19.98763035,2
20,0,19.98741572,2
35,1,19.98719501,2
28,1,19.98715312,2
23,1,19.98713348,2
30,1,19.98713038,2
27,0,19.98695248,2
25,1,19.98663054,2
29,0,19.98655651,2
22,0,19.98601806,2
22,1,19.98600824,2
24,0,19.98592828,2
31,0,19.98561702,2
22,0,19.98560011,2
28,1,19.9854517,2
31,1,19.98544728,2
35,1,19.9854,2
35,0,19.9852912,2
25,1,19.98467812,2
31,1,19.98465835,2
26,0,19.98411465,2
23,1,19.9841043,2
24,0,19.98403715,2
33,0,19.98392767,2
25,0,19.98383326,2
35,1,19.98361627,2
19,0,19.98319052,2
18,0,19.98294036,2
25,1,19.98257359,2
32,0,19.98234621,2
25,1,19.9822158,2
21,1,19.98204178,2
24,0,19.98201218,2
19,0,19.98200449,2
34,0,19.98197301,2
27,0,19.98179383,2
26,1,19.98175548,2
22,0,19.98161565,2
20,1,19.98153915,2
34,1,19.98137846,2
24,1,19.98094472,2
32,1,19.98086981,2
25,1,19.98072389,2
18,1,19.98068195,2
30,0,19.9805587,2
34,1,19.98040633,2
29,1,19.98021522,2
21,1,19.98020186,2
27,0,19.9799096,2
19,0,19.97959884,2
35,0,19.97930781,2
29,1,19.97904202,2
21,1,19.97900129,2
32,0,19.97899849,2
33,1,19.97893412,2
22,0,19.97891534,2
22,1,19.97882628,2
35,0,19.97882064,2
22,1,19.97880115,2
27,0,19.97878779,2
34,0,19.97867318,2
34,1,19.97841849,2
20,0,19.97833687,2
31,0,19.97784231,2
25,1,19.97774755,2
29,1,19.97772671,2
18,1,19.97738506,2
28,0,19.97723316,2
27,1,19.97702075,2
22,0,19.97679537,2
24,0,19.9765441,2
35,1,19.97650411,2
23,0,19.976501,2
18,0,19.97607268,2
31,1,19.97605637,2
18,1,19.9759413,2
28,1,19.97589366,2
27,1,19.97571478,2
34,0,19.97554337,2
31,1,19.97541044,2
35,1,19.9753935,2
29,1,19.97538811,2
23,0,19.97513744,2
28,1,19.97468857,2
27,0,19.97453085,2
19,0,19.97433513,2
35,0,19.97431667,2
29,0,19.97381169,2
30,0,19.97374226,2
18,0,19.97362191,2
24,0,19.97359976,2
31,0,19.97352122,2
27,0,19.97326435,2
30,0,19.97321958,2
34,0,19.97311198,2
25,1,19.9723281,2
31,0,19.97229112,2
32,0,19.97206484,2
26,1,19.97202024,2
34,0,19.97179166,2
21,1,19.97142008,2
34,1,19.97103137,2
18,0,19.97085881,2
21,0,19.97083266,2
22,1,19.97075215,2
20,0,19.97056535,2
29,0,19.97050545,2
22,0,19.9703211,2
26,1,19.97027053,2
25,0,19.97023398,2
32,0,19.97023062,2
35,0,19.97014911,2
30,0,19.96980629,2
27,1,19.96961587,2
26,0,19.96945917,2
25,1,19.96943921,2
31,1,19.96936156,2
30,0,19.9692312,2
23,0,19.96894964,2
22,0,19.96890116,2
27,1,19.96867837,2
18,0,19.9686242,2
20,1,19.96847814,2
31,1,19.96833272,2
22,1,19.96826879,2
22,1,19.96815963,2
21,1,19.96808354,2
20,1,19.9680701,2
27,0,19.96759182,2
26,1,19.967505,2
34,1,19.96706859,2
34,1,19.96701416,2
23,0,19.96664873,2
25,0,19.96654465,2
28,0,19.96639228,2
32,1,19.96614995,2
18,0,19.96610723,2
18,1,19.96595949,2
32,0,19.96576961,2
26,1,19.96572506,2
29,0,19.9656328,2
28,1,19.96559446,2
31,0,19.9655072,2
21,0,19.96544245,2
30,0,19.96537424,2
32,1,19.96486543,2
18,0,19.96481638,2
25,1,19.96478484,2
22,1,19.96474651,2
27,1,19.96445981,2
33,1,19.96434682,2
27,0,19.96427549,2
31,1,19.96423918,2
33,1,19.96420869,2
33,1,19.96397953,2
33,0,19.96391784,2
32,0,19.96372996,2
28,1,19.96354149,2
22,0,19.96349725,2
23,0,19.96326036,2
31,1,19.96303782,2
26,0,19.96272088,2
19,1,19.96249035,2
28,0,19.96203852,2
27,1,19.96185052,2
32,1,19.96176862,2
18,1,19.96122512,2
27,0,19.96068435,2
21,1,19.9601,2
29,1,19.95984736,2
31,1,19.95976092,2
35,1,19.9596576,2
32,1,19.9595862,2
31,1,19.95957194,2
24,0,19.95956812,2
26,0,19.95951744,2
25,1,19.95941411,2
34,0,19.95925786,2
33,1,19.95902729,2
30,1,19.95888938,2
24,0,19.95875612,2
20,1,19.95852385,2
28,1,19.95789305,2
26,1,19.95776787,2
21,0,19.95767057,2
24,1,19.95766767,2
30,1,19.95765273,2
34,1,19.95743925,2
35,0,19.95734716,2
24,1,19.95734186,2
21,1,19.95733583,2
32,1,19.95682701,2
18,1,19.95680049,2
33,1,19.95667011,2
33,0,19.95638034,2
25,1,19.95614524,2
22,0,19.95603312,2
29,0,19.95585878,2
26,0,19.95568727,2
28,1,19.95561693,2
28,1,19.95516592,2
18,1,19.95513472,2
31,1,19.95500117,2
25,1,19.95473144,2
33,0,19.95468438,2
31,1,19.95428104,2
23,0,19.95422348,2
30,0,19.95389668,2
30,0,19.95377641,2
21,0,19.95361582,2
32,0,19.95360275,2
27,1,19.95344476,2
30,0,19.95316353,2
35,1,19.95311679,2
18,0,19.95286013,2
25,0,19.95271604,2
20,0,19.95268647,2
21,1,19.9523732,2
18,0,19.95216008,2
18,1,19.9519724,2
34,1,19.9519178,2
34,0,19.95185631,2
27,1,19.95184637,2
23,1,19.95157987,2
30,1,19.95155844,2
